dataset,display_name,model,seed,status,python_class,control_base_class,source_git_commit,source_file_sha256,control_script_sha256,dataset_graph_sha256,x_sha256,edge_index_sha256,y_sha256,split_indices_sha256,config_sha256,backend_sha256,message_backend,reconstruction_backend,global_epochs,local_epochs,hidden_dim,num_layers,weight,threshold_protocol,roc_auc,pr_auc,validation_f1,oracle_best_f1,train_sec,infer_sec,runtime
DGraphFin,DGraphFin,DLG-Base-70,42,success,gog_fraud.models.pygod.shared_reconstruction.SharedDLGBase,SharedDLGBase,git_commit_unavailable,e4a24dd31feffbcb5a944c0c95073f45bc76d80bea285b83d8cc3c40b8802507,958cedb869be3a917665c31157ef8c95a00a249e6895865872f1219cb3ceec55,cf6724f145e128a2870eea69c6e5ca6335204aa21e51cce930ba6791fdd414a3,9cc5475c47f77a233e4c5721f5eb5794459ae9d35416037d1d714fad93af97d7,dd0a7934130c47cbcd52ee0c7b49c7a7c861d4fa70bacc532026f69f51f3cbf0,31094e033122272f5a6987918232d5d0aa41a3d0b50f2421c6d18d6025d04b5c,a0d459c3e58a93775456c6d60eab6e02b21165743c302c677ae05a16e018c76f,32d526488c128b33632293a186a069332eafd288d34cbdb75381b5ad27242438,9050ebabd7895f866d77b8283051312495957c24b9ffe995a1b4a5b7af33aa55,sparse_fused,exact_sparse,70,0,64,4,0.5,validation_selected_f1,0.4024458066668839,0.00998392072775458,0.024983740143301746,0.024995567209168623,29.235253050000097,0.1793805600000269,29.414633610000124
DGraphFin,DGraphFin,DLG-Base-70,43,success,gog_fraud.models.pygod.shared_reconstruction.SharedDLGBase,SharedDLGBase,git_commit_unavailable,e4a24dd31feffbcb5a944c0c95073f45bc76d80bea285b83d8cc3c40b8802507,958cedb869be3a917665c31157ef8c95a00a249e6895865872f1219cb3ceec55,cf6724f145e128a2870eea69c6e5ca6335204aa21e51cce930ba6791fdd414a3,9cc5475c47f77a233e4c5721f5eb5794459ae9d35416037d1d714fad93af97d7,dd0a7934130c47cbcd52ee0c7b49c7a7c861d4fa70bacc532026f69f51f3cbf0,31094e033122272f5a6987918232d5d0aa41a3d0b50f2421c6d18d6025d04b5c,a0d459c3e58a93775456c6d60eab6e02b21165743c302c677ae05a16e018c76f,32d526488c128b33632293a186a069332eafd288d34cbdb75381b5ad27242438,9050ebabd7895f866d77b8283051312495957c24b9ffe995a1b4a5b7af33aa55,sparse_fused,exact_sparse,70,0,64,4,0.5,validation_selected_f1,0.40152686407386207,0.009982328578855781,0.02498522379238085,0.024990867481788682,29.280411990999937,0.18039015699991978,29.460802147999857
DGraphFin,DGraphFin,DLG-Base-70,44,success,gog_fraud.models.pygod.shared_reconstruction.SharedDLGBase,SharedDLGBase,git_commit_unavailable,e4a24dd31feffbcb5a944c0c95073f45bc76d80bea285b83d8cc3c40b8802507,958cedb869be3a917665c31157ef8c95a00a249e6895865872f1219cb3ceec55,cf6724f145e128a2870eea69c6e5ca6335204aa21e51cce930ba6791fdd414a3,9cc5475c47f77a233e4c5721f5eb5794459ae9d35416037d1d714fad93af97d7,dd0a7934130c47cbcd52ee0c7b49c7a7c861d4fa70bacc532026f69f51f3cbf0,31094e033122272f5a6987918232d5d0aa41a3d0b50f2421c6d18d6025d04b5c,a0d459c3e58a93775456c6d60eab6e02b21165743c302c677ae05a16e018c76f,32d526488c128b33632293a186a069332eafd288d34cbdb75381b5ad27242438,9050ebabd7895f866d77b8283051312495957c24b9ffe995a1b4a5b7af33aa55,sparse_fused,exact_sparse,70,0,64,4,0.5,validation_selected_f1,0.3869187265729788,0.009590781560315767,0.02499100173518778,0.025003224835533387,29.29208268100001,0.18100898400007281,29.473091665000084
DGraphFin,DGraphFin,DLG-Base-70,45,success,gog_fraud.models.pygod.shared_reconstruction.SharedDLGBase,SharedDLGBase,git_commit_unavailable,e4a24dd31feffbcb5a944c0c95073f45bc76d80bea285b83d8cc3c40b8802507,958cedb869be3a917665c31157ef8c95a00a249e6895865872f1219cb3ceec55,cf6724f145e128a2870eea69c6e5ca6335204aa21e51cce930ba6791fdd414a3,9cc5475c47f77a233e4c5721f5eb5794459ae9d35416037d1d714fad93af97d7,dd0a7934130c47cbcd52ee0c7b49c7a7c861d4fa70bacc532026f69f51f3cbf0,31094e033122272f5a6987918232d5d0aa41a3d0b50f2421c6d18d6025d04b5c,a0d459c3e58a93775456c6d60eab6e02b21165743c302c677ae05a16e018c76f,32d526488c128b33632293a186a069332eafd288d34cbdb75381b5ad27242438,9050ebabd7895f866d77b8283051312495957c24b9ffe995a1b4a5b7af33aa55,sparse_fused,exact_sparse,70,0,64,4,0.5,validation_selected_f1,0.4017655758849818,0.010107574602155531,0.025001343580372978,0.02501048375823916,29.382640606999985,0.18571761999987757,29.568358226999862
DGraphFin,DGraphFin,DLG-Base-70,46,success,gog_fraud.models.pygod.shared_reconstruction.SharedDLGBase,SharedDLGBase,git_commit_unavailable,e4a24dd31feffbcb5a944c0c95073f45bc76d80bea285b83d8cc3c40b8802507,958cedb869be3a917665c31157ef8c95a00a249e6895865872f1219cb3ceec55,cf6724f145e128a2870eea69c6e5ca6335204aa21e51cce930ba6791fdd414a3,9cc5475c47f77a233e4c5721f5eb5794459ae9d35416037d1d714fad93af97d7,dd0a7934130c47cbcd52ee0c7b49c7a7c861d4fa70bacc532026f69f51f3cbf0,31094e033122272f5a6987918232d5d0aa41a3d0b50f2421c6d18d6025d04b5c,a0d459c3e58a93775456c6d60eab6e02b21165743c302c677ae05a16e018c76f,32d526488c128b33632293a186a069332eafd288d34cbdb75381b5ad27242438,9050ebabd7895f866d77b8283051312495957c24b9ffe995a1b4a5b7af33aa55,sparse_fused,exact_sparse,70,0,64,4,0.5,validation_selected_f1,0.3948614861123536,0.009793878316176055,0.02499798403354568,0.02500606289240387,29.24474096200015,0.18723860800014336,29.431979570000294
DGraphFin,DGraphFin,DLG-Aug-Permuted,42,success,gog_fraud.models.pygod.shared_reconstruction.SharedDLGAugPermuted,SharedDLGFull,git_commit_unavailable,e4a24dd31feffbcb5a944c0c95073f45bc76d80bea285b83d8cc3c40b8802507,958cedb869be3a917665c31157ef8c95a00a249e6895865872f1219cb3ceec55,cf6724f145e128a2870eea69c6e5ca6335204aa21e51cce930ba6791fdd414a3,9cc5475c47f77a233e4c5721f5eb5794459ae9d35416037d1d714fad93af97d7,dd0a7934130c47cbcd52ee0c7b49c7a7c861d4fa70bacc532026f69f51f3cbf0,31094e033122272f5a6987918232d5d0aa41a3d0b50f2421c6d18d6025d04b5c,a0d459c3e58a93775456c6d60eab6e02b21165743c302c677ae05a16e018c76f,279e2f23c201c7226fefdcaac617d1b983ec4c60fa674df7c5399bd4ab10e9e9,9050ebabd7895f866d77b8283051312495957c24b9ffe995a1b4a5b7af33aa55,sparse_fused,exact_sparse,50,20,64,4,0.5,validation_selected_f1,0.5301989371597875,0.013475435244329486,0.028395430554962797,0.029248418569743754,21.048484833999964,0.1960699870001008,21.244554821000065
DGraphFin,DGraphFin,DLG-Aug-Permuted,43,success,gog_fraud.models.pygod.shared_reconstruction.SharedDLGAugPermuted,SharedDLGFull,git_commit_unavailable,e4a24dd31feffbcb5a944c0c95073f45bc76d80bea285b83d8cc3c40b8802507,958cedb869be3a917665c31157ef8c95a00a249e6895865872f1219cb3ceec55,cf6724f145e128a2870eea69c6e5ca6335204aa21e51cce930ba6791fdd414a3,9cc5475c47f77a233e4c5721f5eb5794459ae9d35416037d1d714fad93af97d7,dd0a7934130c47cbcd52ee0c7b49c7a7c861d4fa70bacc532026f69f51f3cbf0,31094e033122272f5a6987918232d5d0aa41a3d0b50f2421c6d18d6025d04b5c,a0d459c3e58a93775456c6d60eab6e02b21165743c302c677ae05a16e018c76f,279e2f23c201c7226fefdcaac617d1b983ec4c60fa674df7c5399bd4ab10e9e9,9050ebabd7895f866d77b8283051312495957c24b9ffe995a1b4a5b7af33aa55,sparse_fused,exact_sparse,50,20,64,4,0.5,validation_selected_f1,0.5206803864421498,0.013618450567984199,0.028882956482583384,0.03045586808923375,20.718202697999914,0.1995219460000044,20.917724643999918
DGraphFin,DGraphFin,DLG-Aug-Permuted,44,success,gog_fraud.models.pygod.shared_reconstruction.SharedDLGAugPermuted,SharedDLGFull,git_commit_unavailable,e4a24dd31feffbcb5a944c0c95073f45bc76d80bea285b83d8cc3c40b8802507,958cedb869be3a917665c31157ef8c95a00a249e6895865872f1219cb3ceec55,cf6724f145e128a2870eea69c6e5ca6335204aa21e51cce930ba6791fdd414a3,9cc5475c47f77a233e4c5721f5eb5794459ae9d35416037d1d714fad93af97d7,dd0a7934130c47cbcd52ee0c7b49c7a7c861d4fa70bacc532026f69f51f3cbf0,31094e033122272f5a6987918232d5d0aa41a3d0b50f2421c6d18d6025d04b5c,a0d459c3e58a93775456c6d60eab6e02b21165743c302c677ae05a16e018c76f,279e2f23c201c7226fefdcaac617d1b983ec4c60fa674df7c5399bd4ab10e9e9,9050ebabd7895f866d77b8283051312495957c24b9ffe995a1b4a5b7af33aa55,sparse_fused,exact_sparse,50,20,64,4,0.5,validation_selected_f1,0.5176775683379515,0.012651306766139861,0.027692183917293535,0.027748996244009845,20.873361209000223,0.2015263580001374,21.07488756700036
DGraphFin,DGraphFin,DLG-Aug-Permuted,45,success,gog_fraud.models.pygod.shared_reconstruction.SharedDLGAugPermuted,SharedDLGFull,git_commit_unavailable,e4a24dd31feffbcb5a944c0c95073f45bc76d80bea285b83d8cc3c40b8802507,958cedb869be3a917665c31157ef8c95a00a249e6895865872f1219cb3ceec55,cf6724f145e128a2870eea69c6e5ca6335204aa21e51cce930ba6791fdd414a3,9cc5475c47f77a233e4c5721f5eb5794459ae9d35416037d1d714fad93af97d7,dd0a7934130c47cbcd52ee0c7b49c7a7c861d4fa70bacc532026f69f51f3cbf0,31094e033122272f5a6987918232d5d0aa41a3d0b50f2421c6d18d6025d04b5c,a0d459c3e58a93775456c6d60eab6e02b21165743c302c677ae05a16e018c76f,279e2f23c201c7226fefdcaac617d1b983ec4c60fa674df7c5399bd4ab10e9e9,9050ebabd7895f866d77b8283051312495957c24b9ffe995a1b4a5b7af33aa55,sparse_fused,exact_sparse,50,20,64,4,0.5,validation_selected_f1,0.5276497341445187,0.013553641515231724,0.026600084400056265,0.02817399504892137,20.695112504000008,0.19784541200010608,20.892957916000114
DGraphFin,DGraphFin,DLG-Aug-Permuted,46,success,gog_fraud.models.pygod.shared_reconstruction.SharedDLGAugPermuted,SharedDLGFull,git_commit_unavailable,e4a24dd31feffbcb5a944c0c95073f45bc76d80bea285b83d8cc3c40b8802507,958cedb869be3a917665c31157ef8c95a00a249e6895865872f1219cb3ceec55,cf6724f145e128a2870eea69c6e5ca6335204aa21e51cce930ba6791fdd414a3,9cc5475c47f77a233e4c5721f5eb5794459ae9d35416037d1d714fad93af97d7,dd0a7934130c47cbcd52ee0c7b49c7a7c861d4fa70bacc532026f69f51f3cbf0,31094e033122272f5a6987918232d5d0aa41a3d0b50f2421c6d18d6025d04b5c,a0d459c3e58a93775456c6d60eab6e02b21165743c302c677ae05a16e018c76f,279e2f23c201c7226fefdcaac617d1b983ec4c60fa674df7c5399bd4ab10e9e9,9050ebabd7895f866d77b8283051312495957c24b9ffe995a1b4a5b7af33aa55,sparse_fused,exact_sparse,50,20,64,4,0.5,validation_selected_f1,0.4981272321861887,0.012442687861192292,0.0255271353448716,0.025596344205754115,20.901368270000148,0.19926970899996377,21.100637979000112
LANL-RedTeam,LANL-RedTeam,DLG-Aug-Zero,42,success,gog_fraud.models.pygod.shared_reconstruction.SharedDLGAugZero,SharedDLGFull,git_commit_unavailable,e4a24dd31feffbcb5a944c0c95073f45bc76d80bea285b83d8cc3c40b8802507,958cedb869be3a917665c31157ef8c95a00a249e6895865872f1219cb3ceec55,bf4f879392d9b18cdaab747147567f59c057453ab135623227e34566aa5f6e85,e8aeeb61e274e4cd6bd70f2fef4c44ead6058fa2016b5c0360cc065e77b7a11d,8455387180942b91c54fa24647fc383c5cc518afe826965869a93542a33dd544,740312f343ae36857e0f65dd135c5baa28a5498f82f73421018da6961863c102,dfeb10fa0aea9ae1fcd69be125ac905a38910cc5d000366839bdae1d4af36401,681297f41928123d3d8bb61ceab356598d3ae8aaa31ccb088d4e1765adbbc8ed,9050ebabd7895f866d77b8283051312495957c24b9ffe995a1b4a5b7af33aa55,sparse_fused,exact_sparse,50,0,64,4,0.5,validation_selected_f1,0.8013371974781371,0.09334151203690749,0.1111111111111111,0.13793103448275865,0.9873821379999299,0.01472786699991957,1.0021100049998495
LANL-RedTeam,LANL-RedTeam,DLG-Aug-Zero,43,success,gog_fraud.models.pygod.shared_reconstruction.SharedDLGAugZero,SharedDLGFull,git_commit_unavailable,e4a24dd31feffbcb5a944c0c95073f45bc76d80bea285b83d8cc3c40b8802507,958cedb869be3a917665c31157ef8c95a00a249e6895865872f1219cb3ceec55,bf4f879392d9b18cdaab747147567f59c057453ab135623227e34566aa5f6e85,e8aeeb61e274e4cd6bd70f2fef4c44ead6058fa2016b5c0360cc065e77b7a11d,8455387180942b91c54fa24647fc383c5cc518afe826965869a93542a33dd544,740312f343ae36857e0f65dd135c5baa28a5498f82f73421018da6961863c102,9118e5148299c62f624740cde22355ce56a1a2a8c9408c9652345163fe74cb64,681297f41928123d3d8bb61ceab356598d3ae8aaa31ccb088d4e1765adbbc8ed,9050ebabd7895f866d77b8283051312495957c24b9ffe995a1b4a5b7af33aa55,sparse_fused,exact_sparse,50,0,64,4,0.5,validation_selected_f1,0.7619178360789098,0.09711897473835139,0.10256410256410256,0.18604651162790697,0.9862595950000923,0.013819984000065233,1.0000795790001575
LANL-RedTeam,LANL-RedTeam,DLG-Aug-Zero,44,success,gog_fraud.models.pygod.shared_reconstruction.SharedDLGAugZero,SharedDLGFull,git_commit_unavailable,e4a24dd31feffbcb5a944c0c95073f45bc76d80bea285b83d8cc3c40b8802507,958cedb869be3a917665c31157ef8c95a00a249e6895865872f1219cb3ceec55,bf4f879392d9b18cdaab747147567f59c057453ab135623227e34566aa5f6e85,e8aeeb61e274e4cd6bd70f2fef4c44ead6058fa2016b5c0360cc065e77b7a11d,8455387180942b91c54fa24647fc383c5cc518afe826965869a93542a33dd544,740312f343ae36857e0f65dd135c5baa28a5498f82f73421018da6961863c102,d7a34079f12a88564b43f30968354adcce0c685277f78682628ced42b21d2d1e,681297f41928123d3d8bb61ceab356598d3ae8aaa31ccb088d4e1765adbbc8ed,9050ebabd7895f866d77b8283051312495957c24b9ffe995a1b4a5b7af33aa55,sparse_fused,exact_sparse,50,0,64,4,0.5,validation_selected_f1,0.7615670124059386,0.16715229075332863,0.23157894736842105,0.25,1.0181292939998912,0.012311132999911933,1.030440426999803
LANL-RedTeam,LANL-RedTeam,DLG-Aug-Zero,45,success,gog_fraud.models.pygod.shared_reconstruction.SharedDLGAugZero,SharedDLGFull,git_commit_unavailable,e4a24dd31feffbcb5a944c0c95073f45bc76d80bea285b83d8cc3c40b8802507,958cedb869be3a917665c31157ef8c95a00a249e6895865872f1219cb3ceec55,bf4f879392d9b18cdaab747147567f59c057453ab135623227e34566aa5f6e85,e8aeeb61e274e4cd6bd70f2fef4c44ead6058fa2016b5c0360cc065e77b7a11d,8455387180942b91c54fa24647fc383c5cc518afe826965869a93542a33dd544,740312f343ae36857e0f65dd135c5baa28a5498f82f73421018da6961863c102,d554f3bb62fa0e10787e92789483b31d6309c5eb6a21d2c6609193381ac7eb14,681297f41928123d3d8bb61ceab356598d3ae8aaa31ccb088d4e1765adbbc8ed,9050ebabd7895f866d77b8283051312495957c24b9ffe995a1b4a5b7af33aa55,sparse_fused,exact_sparse,50,0,64,4,0.5,validation_selected_f1,0.7709731543624161,0.07177734783444686,0.06666666666666667,0.09090909090909091,0.9865209469999172,0.01294275099985498,0.9994636979997722
LANL-RedTeam,LANL-RedTeam,DLG-Aug-Zero,46,success,gog_fraud.models.pygod.shared_reconstruction.SharedDLGAugZero,SharedDLGFull,git_commit_unavailable,e4a24dd31feffbcb5a944c0c95073f45bc76d80bea285b83d8cc3c40b8802507,958cedb869be3a917665c31157ef8c95a00a249e6895865872f1219cb3ceec55,bf4f879392d9b18cdaab747147567f59c057453ab135623227e34566aa5f6e85,e8aeeb61e274e4cd6bd70f2fef4c44ead6058fa2016b5c0360cc065e77b7a11d,8455387180942b91c54fa24647fc383c5cc518afe826965869a93542a33dd544,740312f343ae36857e0f65dd135c5baa28a5498f82f73421018da6961863c102,ab8fb47e66dcab856417406e4ce5700a6b7fffebf3d08a7023251f3d599eeac9,681297f41928123d3d8bb61ceab356598d3ae8aaa31ccb088d4e1765adbbc8ed,9050ebabd7895f866d77b8283051312495957c24b9ffe995a1b4a5b7af33aa55,sparse_fused,exact_sparse,50,0,64,4,0.5,validation_selected_f1,0.8187055114907464,0.08160226741927616,0.1111111111111111,0.12129380053908356,0.9628574079999908,0.012454773999934332,0.9753121819999251
LANL-RedTeam,LANL-RedTeam,DLG-Base-70,42,success,gog_fraud.models.pygod.shared_reconstruction.SharedDLGBase,SharedDLGBase,git_commit_unavailable,e4a24dd31feffbcb5a944c0c95073f45bc76d80bea285b83d8cc3c40b8802507,958cedb869be3a917665c31157ef8c95a00a249e6895865872f1219cb3ceec55,bf4f879392d9b18cdaab747147567f59c057453ab135623227e34566aa5f6e85,e8aeeb61e274e4cd6bd70f2fef4c44ead6058fa2016b5c0360cc065e77b7a11d,8455387180942b91c54fa24647fc383c5cc518afe826965869a93542a33dd544,740312f343ae36857e0f65dd135c5baa28a5498f82f73421018da6961863c102,dfeb10fa0aea9ae1fcd69be125ac905a38910cc5d000366839bdae1d4af36401,32d526488c128b33632293a186a069332eafd288d34cbdb75381b5ad27242438,9050ebabd7895f866d77b8283051312495957c24b9ffe995a1b4a5b7af33aa55,sparse_fused,exact_sparse,70,0,64,4,0.5,validation_selected_f1,0.8173327232052063,0.09840247773053795,0.12345679012345678,0.1388888888888889,1.6026349080000273,0.013735555000039312,1.6163704630000666
LANL-RedTeam,LANL-RedTeam,DLG-Base-70,43,success,gog_fraud.models.pygod.shared_reconstruction.SharedDLGBase,SharedDLGBase,git_commit_unavailable,e4a24dd31feffbcb5a944c0c95073f45bc76d80bea285b83d8cc3c40b8802507,958cedb869be3a917665c31157ef8c95a00a249e6895865872f1219cb3ceec55,bf4f879392d9b18cdaab747147567f59c057453ab135623227e34566aa5f6e85,e8aeeb61e274e4cd6bd70f2fef4c44ead6058fa2016b5c0360cc065e77b7a11d,8455387180942b91c54fa24647fc383c5cc518afe826965869a93542a33dd544,740312f343ae36857e0f65dd135c5baa28a5498f82f73421018da6961863c102,9118e5148299c62f624740cde22355ce56a1a2a8c9408c9652345163fe74cb64,32d526488c128b33632293a186a069332eafd288d34cbdb75381b5ad27242438,9050ebabd7895f866d77b8283051312495957c24b9ffe995a1b4a5b7af33aa55,sparse_fused,exact_sparse,70,0,64,4,0.5,validation_selected_f1,0.7603365873500103,0.09826804910287548,0.1411764705882353,0.18439716312056736,1.6769708460001311,0.014628255000161516,1.6915991010002926
LANL-RedTeam,LANL-RedTeam,DLG-Base-70,44,success,gog_fraud.models.pygod.shared_reconstruction.SharedDLGBase,SharedDLGBase,git_commit_unavailable,e4a24dd31feffbcb5a944c0c95073f45bc76d80bea285b83d8cc3c40b8802507,958cedb869be3a917665c31157ef8c95a00a249e6895865872f1219cb3ceec55,bf4f879392d9b18cdaab747147567f59c057453ab135623227e34566aa5f6e85,e8aeeb61e274e4cd6bd70f2fef4c44ead6058fa2016b5c0360cc065e77b7a11d,8455387180942b91c54fa24647fc383c5cc518afe826965869a93542a33dd544,740312f343ae36857e0f65dd135c5baa28a5498f82f73421018da6961863c102,d7a34079f12a88564b43f30968354adcce0c685277f78682628ced42b21d2d1e,32d526488c128b33632293a186a069332eafd288d34cbdb75381b5ad27242438,9050ebabd7895f866d77b8283051312495957c24b9ffe995a1b4a5b7af33aa55,sparse_fused,exact_sparse,70,0,64,4,0.5,validation_selected_f1,0.8162192393736019,0.1745731210794813,0.23214285714285715,0.25,1.6287257149999732,0.013857619999953386,1.6425833349999266
LANL-RedTeam,LANL-RedTeam,DLG-Base-70,45,success,gog_fraud.models.pygod.shared_reconstruction.SharedDLGBase,SharedDLGBase,git_commit_unavailable,e4a24dd31feffbcb5a944c0c95073f45bc76d80bea285b83d8cc3c40b8802507,958cedb869be3a917665c31157ef8c95a00a249e6895865872f1219cb3ceec55,bf4f879392d9b18cdaab747147567f59c057453ab135623227e34566aa5f6e85,e8aeeb61e274e4cd6bd70f2fef4c44ead6058fa2016b5c0360cc065e77b7a11d,8455387180942b91c54fa24647fc383c5cc518afe826965869a93542a33dd544,740312f343ae36857e0f65dd135c5baa28a5498f82f73421018da6961863c102,d554f3bb62fa0e10787e92789483b31d6309c5eb6a21d2c6609193381ac7eb14,32d526488c128b33632293a186a069332eafd288d34cbdb75381b5ad27242438,9050ebabd7895f866d77b8283051312495957c24b9ffe995a1b4a5b7af33aa55,sparse_fused,exact_sparse,70,0,64,4,0.5,validation_selected_f1,0.7694325808419767,0.07303620180487802,0.064,0.0923076923076923,1.59331496599998,0.014897918000087884,1.6082128840000678
LANL-RedTeam,LANL-RedTeam,DLG-Base-70,46,success,gog_fraud.models.pygod.shared_reconstruction.SharedDLGBase,SharedDLGBase,git_commit_unavailable,e4a24dd31feffbcb5a944c0c95073f45bc76d80bea285b83d8cc3c40b8802507,958cedb869be3a917665c31157ef8c95a00a249e6895865872f1219cb3ceec55,bf4f879392d9b18cdaab747147567f59c057453ab135623227e34566aa5f6e85,e8aeeb61e274e4cd6bd70f2fef4c44ead6058fa2016b5c0360cc065e77b7a11d,8455387180942b91c54fa24647fc383c5cc518afe826965869a93542a33dd544,740312f343ae36857e0f65dd135c5baa28a5498f82f73421018da6961863c102,ab8fb47e66dcab856417406e4ce5700a6b7fffebf3d08a7023251f3d599eeac9,32d526488c128b33632293a186a069332eafd288d34cbdb75381b5ad27242438,9050ebabd7895f866d77b8283051312495957c24b9ffe995a1b4a5b7af33aa55,sparse_fused,exact_sparse,70,0,64,4,0.5,validation_selected_f1,0.7318639414276998,0.07696392637938142,0.13793103448275862,0.13793103448275865,1.616676281999844,0.014094702999955189,1.6307709849997991
LANL-RedTeam,LANL-RedTeam,DLG-Aug-Permuted,42,success,gog_fraud.models.pygod.shared_reconstruction.SharedDLGAugPermuted,SharedDLGFull,git_commit_unavailable,e4a24dd31feffbcb5a944c0c95073f45bc76d80bea285b83d8cc3c40b8802507,958cedb869be3a917665c31157ef8c95a00a249e6895865872f1219cb3ceec55,bf4f879392d9b18cdaab747147567f59c057453ab135623227e34566aa5f6e85,e8aeeb61e274e4cd6bd70f2fef4c44ead6058fa2016b5c0360cc065e77b7a11d,8455387180942b91c54fa24647fc383c5cc518afe826965869a93542a33dd544,740312f343ae36857e0f65dd135c5baa28a5498f82f73421018da6961863c102,dfeb10fa0aea9ae1fcd69be125ac905a38910cc5d000366839bdae1d4af36401,279e2f23c201c7226fefdcaac617d1b983ec4c60fa674df7c5399bd4ab10e9e9,9050ebabd7895f866d77b8283051312495957c24b9ffe995a1b4a5b7af33aa55,sparse_fused,exact_sparse,50,20,64,4,0.5,validation_selected_f1,0.8151616839536301,0.0917816158759065,0.11428571428571428,0.13186813186813187,1.1050371989999803,0.013381241000161026,1.1184184400001413
LANL-RedTeam,LANL-RedTeam,DLG-Aug-Permuted,43,success,gog_fraud.models.pygod.shared_reconstruction.SharedDLGAugPermuted,SharedDLGFull,git_commit_unavailable,e4a24dd31feffbcb5a944c0c95073f45bc76d80bea285b83d8cc3c40b8802507,958cedb869be3a917665c31157ef8c95a00a249e6895865872f1219cb3ceec55,bf4f879392d9b18cdaab747147567f59c057453ab135623227e34566aa5f6e85,e8aeeb61e274e4cd6bd70f2fef4c44ead6058fa2016b5c0360cc065e77b7a11d,8455387180942b91c54fa24647fc383c5cc518afe826965869a93542a33dd544,740312f343ae36857e0f65dd135c5baa28a5498f82f73421018da6961863c102,9118e5148299c62f624740cde22355ce56a1a2a8c9408c9652345163fe74cb64,279e2f23c201c7226fefdcaac617d1b983ec4c60fa674df7c5399bd4ab10e9e9,9050ebabd7895f866d77b8283051312495957c24b9ffe995a1b4a5b7af33aa55,sparse_fused,exact_sparse,50,20,64,4,0.5,validation_selected_f1,0.7084960341671751,0.08173981827577652,0.11235955056179775,0.1584158415841584,1.0978543379999337,0.013336211000023468,1.1111905489999572
LANL-RedTeam,LANL-RedTeam,DLG-Aug-Permuted,44,success,gog_fraud.models.pygod.shared_reconstruction.SharedDLGAugPermuted,SharedDLGFull,git_commit_unavailable,e4a24dd31feffbcb5a944c0c95073f45bc76d80bea285b83d8cc3c40b8802507,958cedb869be3a917665c31157ef8c95a00a249e6895865872f1219cb3ceec55,bf4f879392d9b18cdaab747147567f59c057453ab135623227e34566aa5f6e85,e8aeeb61e274e4cd6bd70f2fef4c44ead6058fa2016b5c0360cc065e77b7a11d,8455387180942b91c54fa24647fc383c5cc518afe826965869a93542a33dd544,740312f343ae36857e0f65dd135c5baa28a5498f82f73421018da6961863c102,d7a34079f12a88564b43f30968354adcce0c685277f78682628ced42b21d2d1e,279e2f23c201c7226fefdcaac617d1b983ec4c60fa674df7c5399bd4ab10e9e9,9050ebabd7895f866d77b8283051312495957c24b9ffe995a1b4a5b7af33aa55,sparse_fused,exact_sparse,50,20,64,4,0.5,validation_selected_f1,0.7285743339434614,0.10053746599628322,0.14814814814814814,0.17204301075268819,1.079066044000001,0.014528820000123233,1.0935948640001243
LANL-RedTeam,LANL-RedTeam,DLG-Aug-Permuted,45,success,gog_fraud.models.pygod.shared_reconstruction.SharedDLGAugPermuted,SharedDLGFull,git_commit_unavailable,e4a24dd31feffbcb5a944c0c95073f45bc76d80bea285b83d8cc3c40b8802507,958cedb869be3a917665c31157ef8c95a00a249e6895865872f1219cb3ceec55,bf4f879392d9b18cdaab747147567f59c057453ab135623227e34566aa5f6e85,e8aeeb61e274e4cd6bd70f2fef4c44ead6058fa2016b5c0360cc065e77b7a11d,8455387180942b91c54fa24647fc383c5cc518afe826965869a93542a33dd544,740312f343ae36857e0f65dd135c5baa28a5498f82f73421018da6961863c102,d554f3bb62fa0e10787e92789483b31d6309c5eb6a21d2c6609193381ac7eb14,279e2f23c201c7226fefdcaac617d1b983ec4c60fa674df7c5399bd4ab10e9e9,9050ebabd7895f866d77b8283051312495957c24b9ffe995a1b4a5b7af33aa55,sparse_fused,exact_sparse,50,20,64,4,0.5,validation_selected_f1,0.7182835062029692,0.05868262931924459,0.06896551724137931,0.08791208791208792,1.0992335119999552,0.01272328999993988,1.111956801999895
LANL-RedTeam,LANL-RedTeam,DLG-Aug-Permuted,46,success,gog_fraud.models.pygod.shared_reconstruction.SharedDLGAugPermuted,SharedDLGFull,git_commit_unavailable,e4a24dd31feffbcb5a944c0c95073f45bc76d80bea285b83d8cc3c40b8802507,958cedb869be3a917665c31157ef8c95a00a249e6895865872f1219cb3ceec55,bf4f879392d9b18cdaab747147567f59c057453ab135623227e34566aa5f6e85,e8aeeb61e274e4cd6bd70f2fef4c44ead6058fa2016b5c0360cc065e77b7a11d,8455387180942b91c54fa24647fc383c5cc518afe826965869a93542a33dd544,740312f343ae36857e0f65dd135c5baa28a5498f82f73421018da6961863c102,ab8fb47e66dcab856417406e4ce5700a6b7fffebf3d08a7023251f3d599eeac9,279e2f23c201c7226fefdcaac617d1b983ec4c60fa674df7c5399bd4ab10e9e9,9050ebabd7895f866d77b8283051312495957c24b9ffe995a1b4a5b7af33aa55,sparse_fused,exact_sparse,50,20,64,4,0.5,validation_selected_f1,0.7320724018710596,0.07505429706377836,0.0916030534351145,0.1348314606741573,1.0884137079999618,0.012362762999828192,1.10077647099979
