dataset,comparison,metric,mean_diff,std_diff,min_diff,max_diff,ci95_low,ci95_high,seeds
Elliptic,DLG-Aug vs DLG-Aug-Zero,roc_auc,0.09214952170173142,0.024078419044396115,0.05414708622989717,0.11982637585388578,0.0721233314349409,0.107406744913185,42..46
Elliptic,DLG-Aug vs DLG-Aug-Zero,pr_auc,0.018708219892606983,0.004447605749401547,0.012276857905592534,0.02470459147953752,0.015112139097723696,0.0222032057599554,42..46
Elliptic,DLG-Aug vs DLG-Aug-Zero,validation_f1,0.02491129419054746,0.0171096049584144,0.004108366096992666,0.048089633061691284,0.01289269620010764,0.03746273876592103,42..46
Elliptic,DLG-Aug vs DLG-Aug-Permuted,roc_auc,0.009005745086896156,0.02180139713526633,-0.013393228241414312,0.042766439187241545,-0.00636711766369138,0.026220134945800465,42..46
Elliptic,DLG-Aug vs DLG-Aug-Permuted,pr_auc,-0.004414613117886471,0.002879413318163427,-0.006984404698487934,-0.000982388692992775,-0.00662018141023214,-0.0022450170542503284,42..46
Elliptic,DLG-Aug vs DLG-Aug-Permuted,validation_f1,0.012906151162625857,0.008182006951522465,0.001978877936107848,0.02254954667661843,0.0065997661483805144,0.018942167392686865,42..46
Elliptic,DLG-Base-70 vs DLG-Base,roc_auc,-0.05371968239041965,0.010438564224329455,-0.06930928892009847,-0.04321101820963452,-0.06201060928042236,-0.046205034716684724,42..46
Elliptic,DLG-Base-70 vs DLG-Base,pr_auc,-0.004851514198651918,0.0011112653915137888,-0.006697116160705646,-0.003850931165444202,-0.005792770092693617,-0.004140945781124408,42..46
Elliptic,DLG-Base-70 vs DLG-Base,validation_f1,-0.003890374014882103,0.0014506292106503213,-0.005624861346698096,-0.0018568574030113916,-0.005013744220128902,-0.0028301606479019027,42..46
DGraphFin,DLG-Aug vs DLG-Aug-Zero,roc_auc,0.08755973296205029,0.047859248485083106,0.038723727939577235,0.16666468104319954,0.05783348187691693,0.1289024962020273,42..46
DGraphFin,DLG-Aug vs DLG-Aug-Zero,pr_auc,0.002963100382885888,0.0020279754713703837,0.0011657248886721861,0.006322374150404122,0.0016537030931212215,0.004670238190045733,42..46
DGraphFin,DLG-Aug vs DLG-Aug-Zero,validation_f1,0.0043588892894925665,0.005945738100100663,-0.0007545363594628415,0.014554830849788421,0.0008627461955083848,0.009628896593312924,42..46
DGraphFin,DLG-Aug vs DLG-Aug-Permuted,roc_auc,-0.0003186141679001775,0.03467140512706384,-0.042454874705295964,0.04958978787676871,-0.02515289877040816,0.027795994616448126,42..46
DGraphFin,DLG-Aug vs DLG-Aug-Permuted,pr_auc,0.000294140418767945,0.0015738264606332503,-0.0009432238810590035,0.002983130471879267,-0.0006741233548939972,0.0016623495418039511,42..46
DGraphFin,DLG-Aug vs DLG-Aug-Permuted,validation_f1,0.0021415972105421196,0.005113757714838991,-0.001110739290708252,0.011192718215787358,-0.0005529354339149258,0.006689503459545568,42..46
DGraphFin,DLG-Base-70 vs DLG-Base,roc_auc,-0.011670049853249742,0.007386826829378763,-0.02088319833888641,-0.0003454653237618399,-0.017362960787137272,-0.005465574258270644,42..46
DGraphFin,DLG-Base-70 vs DLG-Base,pr_auc,-0.00019731023094599515,0.00018252774113982845,-0.0004520526363077492,5.274466793823637e-05,-0.00034014087402001246,-5.836617081549263e-05,42..46
DGraphFin,DLG-Base-70 vs DLG-Base,validation_f1,-1.612517338569833e-05,7.856690787466942e-06,-2.689637847485063e-05,-7.79191690073594e-06,-2.1921849797158514e-05,-1.0261287211554143e-05,42..46
LANL-RedTeam,DLG-Aug vs DLG-Aug-Zero,roc_auc,-0.06414474236322962,0.089230015200028,-0.17331183607890988,0.03226548850925359,-0.13314604429530202,0.002763859385804324,42..46
LANL-RedTeam,DLG-Aug vs DLG-Aug-Zero,pr_auc,0.009243921443537893,0.02284114829245144,-0.02637597473835139,0.026524652165553136,-0.010691345401058058,0.025238502497258213,42..46
LANL-RedTeam,DLG-Aug vs DLG-Aug-Zero,validation_f1,0.043727012235717504,0.04196950220268552,0.00842105263157894,0.10354633333333334,0.012557754385964914,0.07808179001349527,42..46
LANL-RedTeam,DLG-Aug vs DLG-Aug-Permuted,roc_auc,-0.021762192027659076,0.10885269215289634,-0.13145168395363005,0.11889859812894044,-0.10676918848891592,0.06324480443359777,42..46
LANL-RedTeam,DLG-Aug vs DLG-Aug-Permuted,pr_auc,0.029883234693802163,0.04064603571822515,-0.010996818275776518,0.09303753400371678,0.0013141669265711226,0.06154703088322585,42..46
LANL-RedTeam,DLG-Aug vs DLG-Aug-Permuted,validation_f1,0.0612610032655692,0.03781926867080137,0.007453285714285718,0.1012474827586207,0.0316821311119189,0.08795864933851988,42..46
LANL-RedTeam,DLG-Base-70 vs DLG-Base,roc_auc,-0.01326698556030097,0.08068720515956028,-0.12045405857230018,0.07884923937360189,-0.07377127362212729,0.04723730250152536,42..46
LANL-RedTeam,DLG-Base-70 vs DLG-Base,pr_auc,-0.03244324478056916,0.020409974907335135,-0.055206798195121976,-0.0014538789205186808,-0.04645074290995732,-0.016856077170760507,42..46
LANL-RedTeam,DLG-Base-70 vs DLG-Base,validation_f1,-0.07148376953253843,0.044338028441862715,-0.137342,-0.01785714285714285,-0.1066400350787569,-0.04095968532506234,42..46
